Flag,Nombre,Direcciones,MAC,Tips,Mapas,Servicios caidos,Notas
desconocido,ESC3 PLANT8,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,ESC2 PLANT2,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,ESC2 PLANT5,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,ESC2 PLANT8,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,ESC3 PLANT2,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,ESC3 PLANT5,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,Cdad. Reina,185.44.27.174,,MikroTik Device,HS-FREE-Unifi,,
activo,MTK - Venta el Abasto,185.44.27.206,CiscoSyste:49:10:1A,MikroTik Device,Venta el Abasto,,
activo,MKT Venta Abasto,185.44.27.206,CiscoSyste:49:10:1A,MikroTik Device,HS-FREE-Unifi,,
activo,Salon,185.44.27.206,CiscoSyste:49:10:1A,Unifi-AP,Venta el Abasto,,
activo,Cafeteria,185.44.27.206,CiscoSyste:49:10:1A,Unifi-AP,Venta el Abasto,,
activo,HS Mares 2-1 Arriba Norte,10.191.12.254,4C:5E:0C:C2:88:CE,,HotSpot EM,,
activo,HS Mares 2-1 Abajo,10.191.14.254,4C:5E:0C:D4:F7:86,,HotSpot EM,,
activo,HS Mares 2-2 Arriba,10.194.13.254,D4:CA:6D:B9:75:0C,,HotSpot EM,,
activo,HS Mares 2-2 Abajo,10.194.14.254,4C:5E:0C:D6:58:8D,,HotSpot EM,,
activo,HS Mares 2-3 Abajo,10.193.14.254,4C:5E:0C:D6:58:7D,,HotSpot EM,,
activo,HS Mares 2-3 Arriba Sur,10.193.12.254,D4:CA:6D:AB:92:3F,,HotSpot EM,,
activo,AP-SYagoNilo-Sec-Zoco-NO REINICIAR,10.142.17.10,D4:CA:6D:A9:44:A6,Wifi Hotspot,SY Nilo,,Puño 60º
activo,PtP Alfonso .P - Castillo 3,10.153.20.253,00:27:22:64:CA:31,NanoBridge M5 este,Alfonso Playa,,
activo,SW Alfonso Playa,10.153.20.12,DC:9F:DB:29:5E:0A,Sw Ubiquiti 5,Alfonso Playa,,Alfonso Mv: 619.107.000
activo,Check Alfonso Playa,10.153.25.7,00:27:19:CA:95:CB,Fallo red,Alfonso Playa,,
activo,HS-Borinquen-Sur,10.153.20.252,D4:CA:6D:AB:93:D1,Wifi Hotspot,Alfonso Playa,,
activo,HS-Borinquen-Norte,10.153.23.10,D4:CA:6D:E2:22:B2,Wifi Hotspot,Alfonso Playa,,
activo,HS-Corvera,10.6.33.12,D4:CA:6D:EF:52:64,Wifi Hotspot,Corvera,,
activo,Mar Mayor Osiris,10.255.132.26,04:18:D6:F2:1D:F2,NanoBridge M5 este,CostaManga,,
activo,Osiris - Mar Mayor,10.255.132.27,04:18:D6:F2:1C:DF,NanoBridge M5 este,Osiris,,
activo,Osiris - Norte Libre,10.255.135.6,04:18:D6:F2:1B:17,NanoBridge M5 este,Osiris,,
activo,MTK-C335-Osiris - Mar Mayor,10.255.255.135,4C:5E:0C:AB:0A:E0,MikroTik Device,Osiris,,
activo,SW Osiris,10.135.20.253,04:18:D6:07:96:1D,Sw Ubiquiti 8,Osiris,,
activo,Check Arriba,10.135.20.8,74:EA:3A:C2:AF:09,Fallo red,Osiris,,
activo,Check Abajo,10.135.17.8,64:70:02:6B:B5:7D,Fallo red,Osiris,,
activo,DSLAM Sino,10.135.17.9,WIRELESSMA:15:24:BE,Inyector DSLAM,Osiris,,
activo,Base 1 21,10.1.21.10,68:72:51:08:05:03,Sectorial Ubiquiti,Central ...,,
activo,Base 1 22,10.1.22.10,68:72:51:08:06:0C,Sectorial Ubiquiti,Central ...,,
activo,Puertas Perez - Comyr,10.10.11.13,04:18:D6:F2:D6:BA,PTP Ubiquiti 30d,Comyr,,"SSID: C10sep10480, Puerto 1 SWITCH POE"
activo,alcazaba - Reina,10.255.141.98,04:18:D6:F2:21:FD,NanoBridge M5 oeste,Alcazaba,,
activo,MKT C144 Alcazaba,10.255.255.144,04:18:D6:A4:26:D6,MikroTik Device,Alcazaba,,
activo,alcazaba norte libre,10.255.144.6,04:18:D6:F2:1D:0C,NanoBridge M5 oeste,Alcazaba,,
activo,SW alcazaba,10.144.20.254,04:18:D6:07:97:53,Sw Ubiquiti 8,Alcazaba,,
activo,AP alcazaba SUR,10.144.14.254,4C:5E:0C:A4:34:6E,Wifi Hotspot,Alcazaba,,
activo,AP alcazaba Omni,10.144.15.254,4C:5E:0C:D4:F5:6E,Wifi Hotspot,Alcazaba,,
activo,Router Check Nietos,10.77.17.7,D8:5D:4C:A6:C2:B5,Fallo red,Nietos,,
activo,AP alcazaba Omni,10.144.15.254,4C:5E:0C:D4:F5:6E,Wifi Hotspot,HotSpot EM,,
activo,AP alcazaba SUR,10.144.14.254,4C:5E:0C:A4:34:6E,Wifi Hotspot,HotSpot EM,,
activo,AP-Alcazaba-Omni,10.144.15.254,4C:5E:0C:D4:F5:6E,,HotSpot EM,,
activo,AP-Alcazaba-SUR,10.144.14.254,4C:5E:0C:A4:34:6E,,HotSpot EM,,
activo,HS SEC Osiris 1,10.135.12.10,4C:5E:0C:A1:98:F1,Wifi Hotspot,Osiris,,
activo,AP alcazaba Norte,10.144.13.10,4C:5E:0C:A2:D2:18,Wifi Hotspot,Alcazaba,,
activo,AP-Alcazaba-Norte,10.144.13.10,4C:5E:0C:A2:D2:18,,HotSpot EM,,
activo,HS-Sec Osiris 2,10.135.13.10,4C:5E:0C:A2:D2:6C,Wifi Hotspot,Osiris,,
activo,HS SEC Osiris 3,10.135.14.10,4C:5E:0C:A1:98:ED,Wifi Hotspot,Osiris,,
activo,HS Osiris OMNI,10.135.15.10,4C:5E:0C:7E:D0:34,Wifi Hotspot,Osiris,,
activo,SW 2 Los Nietos,10.77.39.5,04:18:D6:07:96:C3,Sw Ubiquiti 8,Nietos,,
activo,R.Beach - Carrasquilla,10.255.16.5,24:A4:3C:8A:EE:A4,power bridge,Cristal,,
activo,MKT C166 Ribera Beach,10.255.255.166,D4:CA:6D:C9:AA:54,MikroTik Device,Cristal,,
activo,Check RB arriba,10.166.20.8,00:23:CD:D3:83:01,Fallo red,Cristal,,
activo,Check RB abajo,10.166.17.8,D8:5D:4C:A6:C0:6F,Fallo red,Cristal,,
activo,Check Venecia,10.136.17.8,00:23:F8:05:AA:2F,Fallo red,Puerta Medit.,,
activo,MKT C136 Venecia Azul,10.255.255.136,,MikroTik Device,Puerta Medit.,,
activo,Loco a P. Med.t.,10.134.12.14,24:A4:3C:D6:D4:77,NanoStation M5,Puerta Medit.,,
activo,HOT SPOT ALGAR SUR,10.150.12.11,4C:5E:0C:A1:99:E7,Wifi Hotspot,HotSpot EM,,
activo,HOT SPOT ALGAR SW,10.150.12.11,4C:5E:0C:A1:99:E7,Wifi Hotspot,HotSpot EM,,
activo,AP-Algar Torre-Sur,10.150.11.11,4C:5E:0C:A2:D2:7E,,HotSpot EM,,
activo,AP-Algar Torre-SW,10.150.12.11,4C:5E:0C:A1:99:E7,,HotSpot EM,,
activo,SAbina - Algar,10.255.29.109,04:18:D6:AE:95:28,PTP Ubiquiti 5AC,Sabina,,
activo,SW Venecia,10.136.20.254,04:18:D6:07:97:6C,Sw Ubiquiti 8,Puerta Medit.,,
activo,DSLam Venecia,10.136.17.9,"COM&CCO.,L:16:24:84",Inyector DSLAM,Puerta Medit.,,
activo,SW1 Sabina Torre 15737,10.255.29.102,DC:9F:DB:29:4F:BE,Sw Ubiquiti 8,Sabina,,Propietario Domingo de la Union. TF: 618 307 579;  Mujer Magdalena TF: 616 604 423
activo,SW1 Sabina Torre,10.255.29.34,04:18:D6:07:97:7F,Sw Ubiquiti 8,Sabina,,Propietario Domingo de la Union. TF: 618 307 579;  Mujer Magdalena TF: 616 604 423
activo,Check Sabina,10.255.29.35,D8:5D:4C:A6:BE:DD,Fallo red,Sabina,,
activo,AP-Venezia Azul 1,10.136.13.10,4C:5E:0C:C1:7D:9C,Wifi Hotspot,Puerta Medit.,,
activo,AP-Venezia Azul 2,10.136.14.10,D4:CA:6D:F0:EF:B0,Wifi Hotspot,Puerta Medit.,,
activo,Venezia azul - Cormoran5,10.255.136.5,04:18:D6:A4:27:4A,NanoBridge M5 este,Puerta Medit.,,
activo,AP-Venezia Azul 4,10.136.16.10,4C:5E:0C:C6:AE:3A,Wifi Hotspot,Puerta Medit.,,
activo,AP-Venezia Azul 4,10.136.16.10,4C:5E:0C:C6:AE:3A,,HotSpot EM,,
activo,AP-Venezia Azul 3,10.136.15.10,D4:CA:6D:E2:1C:72,,HotSpot EM,,
activo,AP-Venezia Azul 2,10.136.14.10,D4:CA:6D:F0:EF:B0,,HotSpot EM,,
activo,AP-Venezia Azul 1,10.136.13.10,4C:5E:0C:C1:7D:9C,,HotSpot EM,,
activo,Base 29 1,10.29.12.10,DC:9F:DB:36:4D:2E,Sectorial Ubiquiti,Sabina,,
activo,Base 29 2,10.29.13.10,DC:9F:DB:6A:24:3F,Sectorial Ubiquiti,Sabina,,
activo,Base 29 3,10.29.14.10,DC:9F:DB:36:4D:88,Sectorial Ubiquiti,Sabina,,
activo,Base 29 4,10.29.15.10,00:27:22:9A:CF:3C,Sectorial Ubiquiti,Sabina,,
activo,Base 29 0,10.29.11.10,04:18:D6:C4:69:0C,Omni Ubiquiti,Sabina,,
activo,Radius Manager HotSpot,10.254.254.111,MicrosoftC:06:73:05,Servidor Dude,Maq. Virtuales,,
activo,Radius Manager PPP,10.254.254.112,MicrosoftC:03:0D:2C,Servidor Dude,Maq. Virtuales,,
activo,Radius Manager free,10.254.254.110,MicrosoftC:03:0D:2F,Servidor Dude,Maq. Virtuales,,
activo,MKT C16 Carrasquilla,10.255.255.16,,MikroTik Device,Carrasq,,
activo,Check Novogenio,10.120.20.8,ZyXELCommu:E8:F0:E9,Fallo red,Camachos,,
activo,Novogenio - Torre Camachos,10.255.128.20,04:18:D6:AE:F6:28,PTP Ubiquiti 5AC,Camachos,,
activo,MKT C120 Novogenio,10.255.255.120,D4:CA:6D:E5:CC:CE,MikroTik Device,Camachos,,
activo,Base 11 01 TT,10.11.21.11,04:18:D6:A6:E4:D6,Sectorial Titanium,Pozo E.,,
activo,AP-Venezia Azul 3,10.136.15.10,D4:CA:6D:E2:1C:72,Wifi Hotspot,Puerta Medit.,,
activo,Router RAAA73 cantina,10.5.25.25,4C:5E:0C:A0:34:E2,,HotSpot EM,,
activo,Base 11 02 TT,10.11.25.11,04:18:D6:84:B4:84,Sectorial Titanium,Pozo E.,,
activo,Albujon - Comyr,10.255.10.75,04:18:D6:A4:4B:E1,PTP Ubiquiti 5AC,Albujon,,
activo,SW Albujon,10.102.20.251,04:18:D6:07:20:FA,Sw Ubiquiti 8,Albujon,,
activo,MKT C102 Albujon,10.255.255.102,04:18:D6:F2:D7:6F,MikroTik Device,Albujon,,
activo,Albujon - Gregorio,10.10.37.31,04:18:D6:F2:D7:50,PTP Ubiquiti 30d,Albujon,,
activo,Router Check,10.102.20.8,A0:F3:C1:60:56:73,Fallo red,Albujon,,
activo,Base 102 1,10.102.12.10,DC:9F:DB:58:98:95,Sectorial Ubiquiti,Albujon,,
activo,Base 102 0,10.102.11.10,00:27:22:80:26:A3,Omni Ubiquiti,Albujon,,
activo,Base 102 3,10.102.14.10,04:18:D6:C4:69:8C,Sectorial Ubiquiti,Albujon,,
activo,Base 102 2,10.102.13.10,68:72:51:06:CB:80,Sectorial Ubiquiti,Albujon,,
activo,AP-Camachos-Novogenio,10.120.15.254,4C:5E:0C:7D:E0:E0,,HotSpot EM,,
activo,AP Albujon Torre,10.102.15.254,4C:5E:0C:69:E5:4F,Wifi Hotspot,Albujon,,
activo,AP Albujon Nuevo,10.102.15.254,4C:5E:0C:69:E5:4F,,HotSpot EM,,
activo,AP-Sabina Sector 1,10.29.21.11,Routerboar:C8:5E:3F,Wifi Hotspot,Sabina,,
activo,AP-Sabina Sector 2,10.29.22.11,4C:5E:0C:C1:81:36,Wifi Hotspot,Sabina,,
activo,AP-Sabina Sector 3,10.29.23.11,4C:5E:0C:A1:99:DD,Wifi Hotspot,Sabina,,
activo,Cto Velocidad,185.44.27.173,CiscoSyste:49:10:1A,MikroTik Device,HS-FREE-Unifi,,
activo,MTK-Cto.Vel Unifi,185.44.27.173,CiscoSyste:49:10:1A,MikroTik Device,Cto. Velocidad,,
caido,Ofi-CVelocidad - VACIONES,185.44.27.173,CiscoSyste:49:10:1A,Unifi-AP,Cto. Velocidad,ssh2210,
activo,Ofi-Juanjo-Rios,185.44.27.173,CiscoSyste:49:10:1A,Unifi-AP,Cto. Velocidad,,
activo,Check Aljorra,10.103.20.8,94:0C:6D:F7:BB:DD,Fallo red,La Aljorra,,
activo,MTK Taller Realidades,84.236.171.66,,MikroTik Device,Apart.Mediterraneo,,
activo,MTK-TallerRealid.,84.236.171.66,,MikroTik Device,HS-FREE-Unifi,,
activo,Base 103 1,10.103.12.10,DC:9F:DB:34:EC:D6,Sectorial Ubiquiti,La Aljorra,,
activo,SW Aljorra Centro,10.103.20.11,24:A4:3C:3D:63:C4,Sw Ubiquiti 8,La Aljorra,,
activo,Base 103 2,10.103.13.10,DC:9F:DB:90:E9:5A,Sectorial Ubiquiti,La Aljorra,,
activo,Base 103 3,10.103.14.10,DC:9F:DB:0A:0A:57,Sectorial Ubiquiti,La Aljorra,,
activo,MKT ALJORRA CENTRO,10.255.255.103,4C:5E:0C:CF:FB:36,MikroTik Device,La Aljorra,,
activo,Planta 4 3 Drh,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Hall de entrada,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 1 1 Izq,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 1 2 Izq,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 1 3 Drh,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 1 4 Drh,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 2 1 Izq,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 2 2 Izq,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 2 3 Dcha,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 2 4 Drh,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 3 1 Izq,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 3 2 Drh,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 3 3 Drh,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 3 4 Drh,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 4 1 Izq,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 4 2 Izq,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,Planta 4 4 Drh,84.236.171.66,,Unifi-AP,Apart.Mediterraneo,,
activo,SW2 - Roda,10.255.22.78,24:A4:3C:B3:07:7D,Sw Ubiquiti 5,Roda,,
activo,R. Check Valero 2,10.8.23.8,64:66:B3:49:DC:77,Fallo red,Valero,,
activo,MTK Roda,10.255.22.75,4C:5E:0C:AC:49:77,MikroTik Device,Roda,,
activo,Aljorra - Palmero,10.255.50.4,04:18:D6:A4:4A:E5,PTP Ubiquiti 5AC,La Aljorra,,
activo,Base 24 11,10.22.19.20,00:27:22:C2:A5:89,Omni Ubiquiti,Roda,,
activo,AP-Roda,10.22.19.12,D4:CA:6D:F7:AE:04,Wifi Hotspot,Roda,,
activo,HS BuenaVista Hotel,10.78.34.11,D4:CA:6D:A9:46:32,Wifi Hotspot,MangaClub,,
activo,HS BuenaVista Golf,10.78.35.11,D4:CA:6D:AB:93:D7,Wifi Hotspot,MangaClub,,
activo,HS-RondaSol,10.41.30.2,4C:5E:0C:D4:F7:6A,Wifi Hotspot,Calvario..,,
activo,HS-RondaSol,10.41.30.2,4C:5E:0C:D4:F7:6A,,HotSpot EM,,
activo,CPalos ferre - Arcosur,10.255.7.68,04:18:D6:A4:27:A1,NanoBridge M5 oeste,C.Palos,,
activo,Check CPalos ferre,10.255.7.70,A0:F3:C1:F6:30:75,Fallo red,C.Palos,,
activo,base 74 1,10.7.12.14,DC:9F:DB:02:67:5D,Omni Ubiquiti,C.Palos,,
activo,Base 74 2,10.7.11.10,04:18:D6:C4:69:2A,Sectorial Ubiquiti,C.Palos,,
activo,SW CPalos Ferreteria,10.255.7.66,04:18:D6:07:21:0E,Sw Ubiquiti 8,C.Palos,,
activo,HS CPalos ferre Omni,10.7.15.11,4C:5E:0C:D6:5E:17,Wifi Hotspot,C.Palos,,
activo,CAR,10.242.20.11,04:18:D6:06:17:5E,Sw Ubiquiti 5,Alcazares,,
activo,Base 242.3,10.242.13.10,04:18:D6:C4:68:0D,Sectorial Ubiquiti,Alcazares,,
activo,Base 242.2,10.242.12.10,04:18:D6:36:98:F5,Sectorial Ubiquiti,Alcazares,,
activo,Horizontalia,10.8.21.11,04:18:D6:26:27:9B,PTP Ubiquiti 30d,Clientes PTP,,
desconocido,MTK HS Fiesta,185.44.27.172,,MikroTik Device,HS-FREE-Unifi,,
desconocido,HS Fiesta Omni,185.44.27.172,,MikroTik Device,HS Fiestas,,
desconocido,HS Fiesta F,185.44.27.172,,Wifi Hotspot,HS Fiestas,,
desconocido,HS Fiesta A,185.44.27.172,,Wifi Hotspot,HS Fiestas,,
desconocido,HS Fiesta B,185.44.27.172,,Wifi Hotspot,HS Fiestas,,
desconocido,HS Fiesta C,185.44.27.172,,Wifi Hotspot,HS Fiestas,,
desconocido,SW Fiesta,185.44.27.172,,Sw Ubiquiti 8,HS Fiestas,,
desconocido,HS Fiesta E,185.44.27.172,,Wifi Hotspot,HS Fiestas,,
desconocido,HS Fiesta D,185.44.27.172,,Wifi Hotspot,HS Fiestas,,
activo,Base 242.4,10.242.14.10,68:72:51:06:CA:E4,Sectorial Ubiquiti,Alcazares,,
activo,Base 242.5,10.242.15.10,04:18:D6:36:97:FE,Sectorial Ubiquiti,Alcazares,,
activo,MKT C242 CAR Alcazares,10.255.255.242,4C:5E:0C:FC:38:65,MikroTik Device,Alcazares,,
activo,Base 242.0,10.242.11.10,68:72:51:06:CB:7E,Omni Ubiquiti,Alcazares,,
activo,Alcazares - Villaralto,10.255.22.18,"4C:5E:0C:FC:38:63, 4C:5E:0C:FC:38:65",PTP Ubiquiti 30d,Alcazares,,
activo,HS Verdemar2 Omni,10.76.13.254,D4:CA:6D:C0:15:52,Wifi Hotspot,P.Honda,,
activo,P.Blanca - Mares1,10.255.212.10,04:18:D6:F2:1B:16,NanoBridge M5 este,P.Blanca,,Playa Blanca Riti abajo
activo,HS Verdemar 2 SO,10.76.14.254,D4:CA:6D:AB:9A:7B,Wifi Hotspot,P.Honda,,
activo,Roche alto - Santy,10.255.2.60,24:A4:3C:90:3F:2A,NanoBridge M5 este,Roche,,
activo,Roche alto - Calvario,10.4.13.247,04:18:D6:F2:D7:77,NanoBridge M5 este,Roche,,
activo,MKT C203 Roche Alto,10.255.255.203,24:A4:3C:90:3F:2A,MikroTik Device,Roche,,
activo,SW Roche alto,10.203.20.11,24:A4:3C:B3:0F:BA,Sw Ubiquiti 5,Roche,,
activo,Check Roche alto,10.203.20.8,B0:48:7A:D1:A0:FB,Fallo red,Roche,,
activo,DSLAM Rochec Alto,10.203.17.9,00:B5:26:01:02:99,Inyector DSLAM,Roche,,
activo,Base 203 1,10.203.11.10,04:18:D6:36:98:F4,Omni Ubiquiti,Roche,,
activo,HS Roche alto Omni,10.203.12.254,4C:5E:0C:D4:FA:B4,Wifi Hotspot,Roche,,
activo,SW Mares 1,10.255.212.12,DC:9F:DB:28:79:2F,Sw Ubiquiti 5,P.Blanca,,
activo,Mares 1 - Playa Blanca,10.255.212.11,04:18:D6:AE:F6:CE,PTP Ubiquiti 30d,P.Blanca,,
activo,HS Verdemar2 SE,10.76.15.254,D4:CA:6D:E3:5A:72,Wifi Hotspot,P.Honda,,
activo,MKT C19 RadioTaxi,10.255.255.19,,MTK RB951,Beaza,,
activo,Mediterraneo - Taxi,10.255.192.122,04:18:D6:AE:F6:A5,PTP Ubiquiti 5AC,Beaza,,
activo,Taxi - Mediterraneo,10.255.192.124,04:18:D6:A4:49:6E,PTP Ubiquiti 5AC,Beaza,,
activo,SW2 Radio Taxi,10.19.20.252,DC:9F:DB:29:0E:0D,Sw Ubiquiti 8,Beaza,,
activo,Sabina - Sabina torre,10.255.29.26,04:18:D6:F2:1C:25,PTP Ubiquiti 5AC,Sabina,,
activo,C29-Sabina Mora,10.29.24.11,04:18:D6:E6:E5:DA,PTP Ubiquiti 30d,Sabina,,
activo,Alcazares - CAR,10.255.242.2,04:18:D6:28:06:DC,NanoBridge M5 este,Alcazares,,
activo,Alcazares - CAR,10.255.242.3,24:A4:3C:34:CF:81,NanoBridge M5 este,Alcazares,,
activo,HS-TaxiTorre,10.19.22.10,4C:5E:0C:D6:51:CF,Wifi Hotspot,Beaza,,
activo,R.Check TaxiTorre,10.19.21.8,,Fallo red,Beaza,,
activo,HS-C191-TaxiTorre,10.19.22.10,4C:5E:0C:D6:51:CF,,HotSpot EM,,
activo,Sancty - Roche,10.255.2.59,24:A4:3C:F2:AB:AB,power bridge,Sancty,,
activo,Santy - Algar torre,10.255.2.26,02:27:22:DA:B7:93,airFiber,Sancty,,
activo,Santy - Sabina torre,10.255.2.5,02:27:22:DA:B7:92,airFiber,Sancty,,
activo,Algar torre - santy,10.255.2.2,02:27:22:DA:B7:C1,airFiber,Sabina,,
activo,HS-Aljorra-Centro-Omni,10.103.15.10,4C:5E:0C:D4:FB:AC,Wifi Hotspot,La Aljorra,,
activo,HS-Aljorra-Centro-Omni,10.103.15.10,4C:5E:0C:D4:FB:AC,,HotSpot EM,,
activo,HS-Opalo-Norte,10.131.16.254,D4:CA:6D:8C:4C:A2,Wifi Hotspot,CostaManga,,
activo,HS-Opalo-Sur,10.131.15.254,Routerboar:C8:5E:2B,Wifi Hotspot,CostaManga,,
activo,MKT C32 Algar Centro,10.255.255.32,4C:5E:0C:ED:9D:27,MikroTik Device,Algar,,
activo,HS-Algar-Centro-Omni,10.32.16.11,4C:5E:0C:D6:5F:13,Wifi Hotspot,Algar,,
activo,HS-Algar-Centro-Omni,10.32.16.11,4C:5E:0C:D6:5F:13,,HotSpot EM,,
activo,C77 - Esmeralda,10.255.77.6,04:18:D6:A4:55:B7,PTP Ubiquiti 5AC,Nietos,,
activo,C77 - CABOROMANO,10.255.77.10,04:18:D6:A4:55:60,PTP Ubiquiti 5AC,Nietos,,
activo,MTK C57 Canteras,10.255.255.57,,MikroTik Device,Canteras,,
activo,C57 - Rsol,10.255.41.3,04:18:D6:A4:27:A2,PTP Ubiquiti 5AC,Canteras,,
activo,Inyector,10.41.10.9,DrayTekCor:1F:81:A5,Inyector DSLAM,Calvario..,,
activo,DSLAM5024G,10.78.31.9,"Matrics,In:28:24:B6",Inyector DSLAM,MangaClub,,
activo,C7 - Mar Azul,10.255.7.84,04:18:D6:AE:AB:8B,PTP Ubiquiti 5AC,Arcosur,,
activo,C7 - FRTR,10.255.7.67,04:18:D6:AE:AA:40,PTP Ubiquiti 30d,Arcosur,,
activo,MTK C362 Esmeralda,10.255.255.162,,MikroTik Device,TMares,,
activo,SW1 Esmeralda,10.162.10.11,04:18:D6:07:FE:7C,Sw Ubiquiti 8,TMares,,
activo,R.Check Esmeralda Arriba,10.162.10.8,F8:D1:11:BA:CB:2D,Fallo red,TMares,,
activo,CLU362SECT1-OM,10.162.11.10,04:18:D6:36:98:F2,Omni Ubiquiti,TMares,,
activo,CLU362SECT2-SEC-SUR,10.162.12.10,DC:9F:DB:0A:0C:83,Sectorial Ubiquiti,TMares,,
activo,HS-Tintoreto-1,10.174.12.10,4C:5E:0C:C2:88:E0,Wifi Hotspot,Vaporeto,,
activo,HS-Tintoreto-2,10.174.13.10,4C:5E:0C:A1:98:81,Wifi Hotspot,Vaporeto,,
activo,HS-Tintoreto3,10.174.14.10,D4:CA:6D:AB:92:47,Wifi Hotspot,Vaporeto,,
activo,C22-C224 SUPER COSTA,10.22.14.11,04:18:D6:AE:AA:64,PTP Ubiquiti 5AC,Villaralto,,
activo,Villaralto - SC SJ,10.255.225.4,04:18:D6:AE:AC:32,PTP Ubiquiti 5AC,SuperCosta,,
activo,MTK C223 SuperCosta SJ,10.22.14.25,"4C:5E:0C:0A:58:28, 4C:5E:0C:0A:58:2C",MikroTik Device,SuperCosta,,
activo,MTK 224 SuperCosta Pilar,10.22.14.18,4C:5E:0C:0A:5A:56,MikroTik Device,SuperCosta,,
activo,SC SJ - SC Pilar,10.22.14.15,04:18:D6:AE:AB:AC,PTP Ubiquiti 30d,SuperCosta,,
activo,SC Pilar - SC SJ,10.22.14.19,04:18:D6:A4:54:F2,PTP Ubiquiti 30d,SuperCosta,,
activo,SC Pilar - Higuerica,10.22.14.16,04:18:D6:CA:0D:73,PTP Ubiquiti 5AC,SuperCosta,,
activo,Base 224.1,10.22.14.17,DC:9F:DB:58:9B:FD,Omni Ubiquiti,SuperCosta,,
activo,SC SJ - SJ Park,10.22.14.20,04:18:D6:AE:CA:A9,PTP Ubiquiti 5AC,SuperCosta,,
activo,HS-C5-1-RAAA73,10.5.25.20,D4:CA:6D:06:7B:90,,HotSpot EM,,
activo,Unifi-C5-7-RAAA73-1,10.88.225.33,04:18:D6:2C:A0:E0,,HotSpot EM,,
activo,Unifi-C5-7-RAAA73-2,10.88.225.27,04:18:D6:2E:19:8A,,HotSpot EM,,
activo,Unifi-C5-7-RAAA73-3,10.88.225.25,04:18:D6:2C:B5:5E,,HotSpot EM,,
activo,SW SuperCosta SJ,10.22.14.22,04:18:D6:83:94:14,Sw Ubiquiti 5,SuperCosta,,
activo,Base Omni,10.22.14.23,00:27:22:C2:A1:81,Omni Ubiquiti,SuperCosta,,
activo,HS-Esmeralda-1,10.162.13.11,4C:5E:0C:A2:D2:64,Wifi Hotspot,TMares,,
activo,HS-Esmeralda-2,10.162.14.11,4C:5E:0C:A2:D2:74,Wifi Hotspot,TMares,,
activo,HS-Esmeralda-3,10.162.15.11,4C:5E:0C:A1:98:EF,Wifi Hotspot,TMares,,
activo,HS-Esmeralda-4,10.162.16.11,4C:5E:0C:A2:D1:D6,Wifi Hotspot,TMares,,
activo,C7 - C105 La Marina,10.255.7.100,04:18:D6:A4:55:04,PTP Ubiquiti 30d,Arcosur,,
activo,MTK C318 Sirena 3,10.255.255.118,,MikroTik Device,Sirena3,,
desconocido,MTK C315 StelaMary,10.255.255.115,,MikroTik Device,StelaMary,,
activo,MTK C55 Galifa,10.255.255.55,4C:5E:0C:E0:5F:9D,MikroTik Device,Galifa,,
desconocido,HS-Opalo-Chiringuito,10.131.14.241,E4:8D:8C:F0:55:11,Wifi Hotspot,CostaManga,,
activo,HS-C57-1-Canteras,10.57.14.11,4C:5E:0C:75:CB:62,Wifi Hotspot,Canteras,,
activo,HS-Mar Azul Piscina,10.73.14.11,4C:5E:0C:C2:88:DE,Wifi Hotspot,P.Honda,,
activo,HS-Mar Azul P.Honda,10.73.15.11,4C:5E:0C:C8:66:F2,Wifi Hotspot,P.Honda,,
activo,HS-Mar Azul - C.Palos,10.73.16.11,4C:5E:0C:C6:AE:22,Wifi Hotspot,P.Honda,,
desconocido,SW Stella Maris,10.115.20.11,04:18:D6:06:12:CE,Sw Ubiquiti 8,StelaMary,,
desconocido,Base 115.1 OM,10.115.11.10,04:18:D6:36:98:03,Omni Ubiquiti,StelaMary,,
